"file_ref"	"name"	"addr1"	"addr2"	"addr3"	"addr4"	"addr5"	"c_o"	
"GBC 152/98"	"Maeda-chun Wo Joint Venture"	"Room 1601-1605 New East Ocean Centre,"	"9 Science Museum Road,"	"Tsim Sha Tsui East,"	"Kowloon."	""	""	
"GBC 152/99"	"Mee Lee Construction Co."	"5th Floor,"	"180 Wellington Street,"	"Hong Kong."	""	""	""	
"GBC 153/98"	"GOLDEN RISE (HK) PROJECT COMPANY LIMITED"	"Room 1115, 11/F.,"	"Peninsula Square,"	"18 Sung On Street,"	"Hung Hom, Kowloon."	""	""	
"GBC 153/99"	"CARRIER CONSTRUCTION LTD"	"Flat 1605, 16/F.,"	"Fook Yip Building,"	"53-57 Kwai Fung Crescent,"	"Kwai Chung, New Territories."	""	""	
"GBC 154/98"	"GAMMON ENGINEERING & CONSTRUCTION COMPANY LIMITED"	"28/F., Devon House,"	"Taikoo Place,"	"979 King's Road,"	"Quarry Bay, Hong Kong."	""	""	
"GBC 154/99"	"Y K Construction Co Ltd"	"9th Floor"	"Man Hing Commercial Building"	"79-83 Queen's Road Central"	"Hong Kong"	""	""	
"GBC 155/98"	"MTR Corporation Ltd."	"Fo Tan Railway House"	"No.9 Lok King Street,"	"Fo Tan, Shatin"	"New Territories, Hong Kong"	""	""	
"GBC 155/99"	"KEUNG KEE CONSTRUCTION LTD"	"Flat 29 & 31, 2/F.,"	"Man Cheong Building,"	"Ferry Point, Kowloon."	""	""	""	
"GBC 156/98"	"Bright Construction Co., Ltd."	"Room 1201, 12/f"	"Bonham Trade Centre,"	"50 Bonham Strand East,"	"Sheung Wan, Hong Kong."	""	""	
"GBC 156/99"	"Wing Ming Construction & Engineering Co., Ltd."	"Room  20, 4/f., Kinetic Ind. Centre,"	"7 Wang Kwong Road, Kowloon, H.k."	""	""	""	""	
"GBC 157/98"	"Tong Sek Kee"	"Flat A, 11/f.,"	"188 Nathan Road,"	"Kowloon."	""	""	""	
"GBC 157/99"	"Ping Kee Construction (Hong Kong) Company Limited"	"Flat 1, 12th Floor,"	"Wah Luen Industrial Centre,"	"15-21 Wong Chuk Yeung Street,"	"Fo Tan, New Territories."	""	""	
"GBC 158/98"	"Hee Lee Building Construction Co Ltd"	"13th Floor, Flat B,"	"310-312 Hennessy Road,"	"Hong Kong."	""	""	""	
"GBC 158/99"	"K-PEAK CO LTD"	"Unit 1, 12/F.,"	"Lee Sum Factory Building,"	"23 Sze Mei Street,"	"San Po Kong,"	"Kowloon."	""	
"GBC 159/98"	"HUNG WAN CONSTRUCTION CO LTD"	"Room 10, 19/F.,"	"Good Hope Building,"	"612-618 Nathan Road,"	"Kowloon."	""	""	
"GBC 159/99"	"FU SHING ENGINEERING COMPANY LIMITED"	"Room 1903, 19/F.,"	"Yip Fung Industrial Building,"	"7 Sheung Hei Street,"	"San Po Kong, Kowloon."	""	""	
"GBC 16/2000"	"Hung Lee Construction & Decoration Co."	"Rm. B, 5/F., Yun Kei Comm. Bldg.,"	"682 Shanghai St.,"	"Mongkok,"	"Kowloon."	""	""	
"GBC 16/2001"	"East Sea Project Consultants Limited"	"Room 1801 & 1804, 18th Floor,"	"Beverley Commercial Centre"	"87-105 Chatham Road South"	"Tsimshatsui, Kowloon."	""	""	
"GBC 16/2002"	"Excellent Construction Engineering Co., Ltd."	"G/f.,"	"102 Sheung Yeung,"	"Clear Water Bay,"	"Kowloon."	""	""	
"GBC 16/2003"	"HING SHING ENGINEERING LIMITED"	"Room 2703, 27/F.,"	"Prosperity Centre,"	"982 Canton Road,"	"Mongkok, Kowloon."	""	""	
"GBC 16/2004"	"Tai Fung Engineering Co Ltd"	"26th Floor,"	"4 Des Voeux Road Central,"	"Hong Kong."	""	""	""	
"GBC 16/2005"	"CM GEOTECHNICS LIMITED"	"421 Yuen Kong Tsuen,"	"Kam Sheung Road,"	"Yuen Long, New Territories."	""	""	""	
"GBC 16/2006"	"CHUN LING ENGINEERING LIMITED"	"7/F., Gee Foo Commercial Building,"	"19 Waterloo Road,"	"Yaumatei, Kowloon."	""	""	""	
"GBC 16/2007"	"WADABUILD CONSTRUCTION LIMITED"	"Room 276, 2/F.,"	"Houston Centre,"	"63 Mody Road,"	"Tsimshatsui East, Kowloon."	""	""	
"GBC 16/2008"	"Dynamic Strong Engineering Limited"	"Room 801, 8th Floor,"	"Ho King Commercial Centre,"	"2-16 Fa Yuen Street,"	"Mongkok, Kowloon."	""	""	
"GBC 16/2009"	"TAI LEE BUILDING CONTRACTORS LIMITED"	"4/F.,"	"Gemmy Building,"	"12 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"GBC 16/2010"	"CHEUNG TAT (H.K.) ENGINEERING LIMITED"	"Flat 05, Block A, 11th Floor,"	"Kailey Industrial Centre,"	"12 Fung Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"GBC 16/2011"	"HAYSON ENGINEERING LIMITED"	"Flat 4B, Block A, 16/F.,"	"Vigor Industrial Building,"	"14-20 Cheung Tat Road,"	"Tsing Yi, New Territories."	""	""	
"GBC 16/2012"	"SKY FIELD GROUP CONSTRUCTION LIMITED"	"Flat B3, 8/F.,"	"Lee King Industrial Building,"	"12-14 Ng Fong Street,"	"San Po Kong, Kwoloon."	""	""	
"GBC 16/2013"	"ALCO ENGINEERING (HK) LIMITED"	"Unit 6, 24/F.,"	"New Trend Centre,"	"704 Prince Edward Road East,"	"San Po Kong, Kowloon."	""	""	
"GBC 16/2014"	"RICKY ENGINEERING COMPANY LIMITED"	"Flat 5, LG/F.,"	"Workshop Block,"	"Lai King Estate,"	"Kwai Chung, New Territories."	""	""	
"GBC 16/2015"	"BYME ENGINEERING (HONG KONG) LIMITED"	"Flat 2101, 21/F.,"	"Island Place Tower,"	"510 King's Road,"	"North Point, Hong Kong."	""	""	
"GBC 16/2016"	"P&T CONSTRUCTION CO., LIMITED"	"Flat 439-440, 4/F., Block 2,"	"Yip On Factory Estate,"	"1 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"GBC 16/98"	"Million Bright Construction And Engineering Co., Ltd."	"Flat F, 17th Floor,"	"Cnt Tower,"	"338 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"GBC 16/99"	"HENG LAI CONSTRUCTION COMPANY LIMITED"	"72-76/F.,"	"Two International Finance Centre,"	"8 Finance Street,"	"Central, Hong Kong."	""	""	
"GBC 160/98"	"KA SHUN CIVIL ENGINEERING COMPANY LIMITED"	"Room 2803-2803A,"	"Asia Trade Centre,"	"79 Lei Muk Road,"	"Kwai Chung,"	"New Territories."	""	
"GBC 160/99"	"KIN SHING (LEUNG'S) GENERAL CONTRACTORS LIMITED"	"25/F., Millennium City 3,"	"370 Kwun Tong Road,"	"Kowloon, Hong Kong."	""	""	""	
"GBC 161/98"	"WOON LEE CONSTRUCTION CO LTD"	"15/F.,"	"Woon Lee Commercial Building,"	"7-9 Austin Avenue,"	"Kowloon."	""	""	
"GBC 161/99"	"VSL HONG KONG LIMITED"	"20/F.,"	"Eight Commercial Tower,"	"8 Sun Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"GBC 162/98"	"Yiu Wing Construction Co., Ltd."	"Ground Floor,"	"32 Apliu Street,"	"Sham Shui Po,"	"Kowloon."	""	""	
"GBC 162/99"	"Houng Kee (Asia) Ltd."	"Room 2901-2, 29/f.,"	"Comweb Plaza,"	"No.12 Cheung Yue Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"GBC 163/98"	"East Asia Construction Co."	"3rd Floor,"	"97 Lai Chi Kok Road,"	"Mong Kok,"	"Kowloon."	""	""	
"GBC 163/99"	"Aquality Engineering Co., Ltd."	"2nd Floor, Greatmany Centre,"	"109-115 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	""	
"GBC 164/98"	"Ct Construction Engineering Co., Ltd."	"Room 1309,"	"Dominion Centre,"	"43-59 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"GBC 164/99"	"Pcl Construction Ltd."	"11th Floor,"	"Pcl Group Building,"	"18 Lee Chung Street,"	"Chai Wan, Hong Kong."	""	""	
"GBC 165/98"	"Hang Shing Construction Co., Ltd."	"Unit 502,5/f., Tower 2, Cheung Sha Wan"	"Plaza,      833 Cheung Sha Wan Road,"	"Kowloon."	""	""	""	
"GBC 165/99"	"TAK CHEONG CONSTRUCTION COMPANY LIMITED"	"Room 1308, New Tech Plaza,"	"34 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	""	
"GBC 166/98"	"YEARFULL CONSTRUCTION COMPANY LIMITED"	"17th Floor,"	"Sup Tower,"	"75-83 King's Road,"	"North Point, Hong Kong."	""	""	
"GBC 166/99"	"Progress Construction Ltd"	"Flat H, 1st Floor"	"Yuen Fat Building"	"No.1 Nelson Street"	"Mongkok, Kowloon."	""	""	
"GBC 167/98"	"Wang Lee Construction Company Limited"	"Unit D, 23rd Floor"	"Fairview Court"	"5-13 Tsat Tsz Mui Road"	"North Point, Hong Kong"	""	""	
"GBC 167/99"	"Good Union Construction Company Limited"	"Room 1203, 12th Floor,"	"Fabrico Factory Building,"	"78-84 Kwai Cheong Road,"	"Kwai Chung, New Territories."	""	""	
"GBC 168/98"	"Glory Building Engineering Co., Ltd."	"Room 1022-23,"	"Landmark North,"	"Sheung Shui, N.t."	""	""	""	
"GBC 168/99"	"CHEUNG KEE FUNG CHEUNG CONSTRUCTION COMPANY LIMITED"	"Lower G/F.,"	"Kentucky Industrial Building,"	"57-61 Lei Muk Road,"	"Kwai Chung, New Territiories."	""	""	
"GBC 169/98"	"May's Engineering Co."	"Room 5, 5th Floor,"	"Jupiter Tower,"	"9 Jupiter Street,"	"North Point, Hong Kong."	""	""	
"GBC 169/99"	"Driltech Ground Engineering Ltd."	"Block A&b, 9th Floor,"	"Hong Kong Spinners Industrial Building,"	"Phase Vi, 481-483 Castle Peak Road,"	"Kowloon."	""	""	
"GBC 17/2000"	"Kimtim Construction & Decoration Co."	"Room 1510,"	"Wu Sang House,"	"655 Nathan Road,"	"Mongkok, Kowloon."	""	""	
"GBC 17/2001"	"S&TECHS (HONG KONG) LIMITED"	"23/F.,"	"Chinachem Johnston Plaza,"	"178-186 Johnston Road,"	"Wan Chai, Hong Kong."	""	""	
"GBC 17/2002"	"HUNG LEE CONSTRUCTION & DECORATION LIMITED"	"Flat D, 10/F.,"	"European Asian Bank Building,"	"749 Nathan Road,"	"Kowloon."	""	""	
"GBC 17/2003"	"China Railway Construction Corporation (Hk) Limited"	"Room 207,"	"Kcrc Hung Hum Building,"	"8 Cheong Wan Road,"	"Hung Hom, Kowloon."	""	""	
"GBC 17/2004"	"PO SHING CONSTRUCTION LIMITED"	"Room 1901-1904,"	"China Merchants Building,"	"152-155 Connaught Road Central,"	"Hong Kong."	""	""	
"GBC 17/2005"	"Profit Link Construction Engineering Limited"	"Room A, 6th Floor,"	"Yip Win Factory Building,"	"Number 10, Tsun Yip Lane,"	"Kwun Tong, Kowloon."	""	""	
"GBC 17/2006"	"R & I Project Consultant Limited"	"Flat/rm 503, Blk 4"	"Tai Ping Industrial Centre"	"51a Ting Kok Rd"	"Tai Po"	""	""	
"GBC 17/2007"	"Southa Technical Limited"	"7th Floor, Paramount Building,"	"12 Ka Yip Street,"	"Chai Wan, Hong Kong."	""	""	""	
"GBC 17/2008"	"ADVANCE ENGINEERING (DEVELOPMENT) LIMITED"	"Unit D, 9/F., World Tech Centre,"	"95 How Ming Street,"	"Kwun Tong, Kowloon."	""	""	""	
"GBC 17/2009"	"SAN HOI MING CONSTRUCTION ENGINEERING COMPANY LIMITED"	"Room 1102, 11/F.,"	"Hopeful Factory Centre,"	"10-16 Wo Shing Street,"	"Fo Tan, New Territories."	""	""	
"GBC 17/2010"	"BEST GAIN CONSTRUCTION ENGINEERING LIMITED"	"2/F., No. 228 Sai Keng Village,"	"Shap Sze Heung,"	"Sai Kung, New Territories."	""	""	""	
"GBC 17/2011"	"C. T. & Partners"	"Flat C, 5th Floor,"	"Fookman Mansion,"	"72-74 Prince Edward Road West,"	"Kowloon."	""	""	
"GBC 17/2012"	"GOLD BO CONSTRUCTION ENGINEERING COMPANY LIMITED"	"Room D2, 4/F.,"	"Wing Hing Lee Building,"	"32 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"GBC 17/2013"	"P & T CONSTRUCTION AND ENGINEERING CO LIMITED"	"Room 7, 23/F.,"	"Cheung Tat Centre,"	"18 Cheung Lee Street,"	"Chaiwan, Hong Kong."	""	""	
"GBC 17/2014"	"FORWARD CONSTRUCTION COMPANY LIMITED"	"Unit A, 16/F.,"	"Worldwide Centre,"	"123 Tung Chau Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"GBC 17/2015"	"ASIA PIONEER ENGINEERING LIMITED"	"Flat A6, 6/F.,"	"Wah Shing Industrial Building,"	"18 Cheung Shun Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"GBC 17/2016"	"FUNG YIP CONSTRUCTION LIMITED"	"Flat E, 8/F., Block 1,"	"Kin Ho Industrial Building,"	"14-24 Au Pui Wan Street,"	"Fotan, Shatin, New Territories."	""	""	
"GBC 17/98"	"FREE FORM CONSTRUCTION CO LTD"	"Unit 8, 11/F.,"	"Westlands Centre,"	"20 Westlands Road,"	"Quarry Bay, Hong Kong."	""	""	
"GBC 17/99"	"HENG SHUNG CONSTRUCTION COMPANY LIMITED"	"72-76/F.,"	"Two International Finance Centre,"	"8 Finance Street,"	"Central, Hong Kong."	""	""	
"GBC 170/98"	"Tapbo Civil Engineering Co."	"Unit 2, 12/f.,"	"Yee Kuk Industrial Centre,"	"555 Yee Kuk Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"GBC 170/99"	"Kin Wing Foundations Ltd."	""	""	""	""	""	""	
"GBC 171/98"	"PO FAT CONSTRUCTION COMPANY LIMITED"	"Room 813, Block A,"	"Hoi Luen Industrial Centre,"	"55 Hoi Yuen Road,"	"Kwun Tong, Kowloon."	""	""	
"GBC 171/99"	"Kin Wing Engineering Co., Ltd."	""	""	""	""	""	""	
"GBC 172/98"	"Wong Kun Building Contractor"	"3rd Floor,"	"58 Wing Lok Street,"	"Sheung Wan,"	"Hong Kong."	""	""	
"GBC 172/99"	"JET WELL CONSTRUCTION & ENGINEERING COMPANY"	"Unit C, Ground Floor,"	"Dragon Industrial Building,"	"93 King Lam Street,"	"Lai Chi Kok, Kowloon."	""	""	
"GBC 173/98"	"JETLINE CONSTRUCTION CO"	"Room A & B, 1/F.,"	"Kiu Yin Commercial Building,"	"361-363 Lockhart Road,"	"Wan Chai, Hong Kong."	""	""	
"GBC 173/99"	"TAK HING CONSTRUCTION CO LTD"	"Room 1810-1812, 18/F.,"	"Eight Commercial Tower,"	"No. 8 Sun Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"GBC 174/98"	"Alyden Engineering Co."	"Room B, 22nd Floor,"	"Thomson Commercial Building,"	"8 Thomson Road,"	"Wan Chai, Hong Kong."	""	""	
"GBC 174/99"	"CHEE CHEUNG HING & COMPANY LIMITED"	"8/F.,"	"Mass Resources Development Building,"	"12 Humphreys Avenue,"	"Tsim Sha Tsui, Kowloon."	""	""	
"GBC 175/98"	"P K CONTRACTS"	"Room 2043,"	"Chun Shing Factory Estate,"	"Kwai Fuk Road,"	"Kwai Chung, New Territories."	""	""	
"GBC 175/99"	"Far East (Wagner) Engineering Ltd."	"Units 1412-1413, 14th Floor,"	"Peninsula Square,"	"18 Sung On Street,"	"Hung Hom, Kowloon."	""	""	
"GBC 176/98"	"Sunley Foundation Ltd."	""	""	""	""	""	""	
"GBC 176/99"	"Wo Loong Engineering & Construction Ltd."	"Block 8, 4th Floor,"	"Kowloon Bay Industrial Centre,"	"15 Wang Hoi Road,"	"Kowloon Bay, Hong Kong."	""	""	
"GBC 177/98"	"Shui Hing Construction Co."	"Room 240 - 241,"	"Kwai On Industrial Building"	"Tai Lin Pai Road,"	"Kwai Chung, N.t."	""	""	
"GBC 177/99"	"POLLARD CONSTRUCTION CO LTD"	"Unit 12, 41/F., One Midtown,"	"No. 11 Hoi Shing Road,"	"Tsuen Wan, New Territories."	""	""	""	
"GBC 178/98"	"Sunley Engineering & Construction Company Limited"	"Room 201, 2nd Floor,"	"Marina House,"	"68 Hing Man Street,"	"Shau Kei Wan, Hong Kong."	""	""	
"GBC 178/99"	"Wai Lung Co."	""	""	""	""	""	""	
"GBC 179/98"	"Goldstone Construction Ltd"	""	""	""	""	""	""	
"GBC 179/99"	"TUNG KEE CONSTRUCTION CO. LIMITED"	"Flat C, 14/F.,"	"Sheung Wan Tai Sang Commercial Building,"	"77 Queen's Road West,"	"Hong Kong."	""	""	
"GBC 18/2000"	"Guo Hua Construction Co., Ltd."	"Unit 2103b, 21/f.,"	"Admiralty Centre, Tower I,"	"18 Harcourt Road,"	"Hong Kong."	""	""	
"GBC 18/2001"	"HSIN CHONG CIVIL ENGINEERING COMPANY LIMITED"	"Hsin Chong Center,"	"107-109 Wai Yip Street,"	"Kwun Tong, Kowloon."	""	""	""	
"GBC 18/2002"	"SHIMIZU CORPORATION"	"Room 1313-1315, 13/F.,"	"Tower 1, Metroplaza,"	"223 Hing Fong Road,"	"Kwai Fong, New Territories."	""	""	
"GBC 18/2003"	"CONCENTRIC CONSTRUCTION LIMITED"	"Room D, 10/F.,"	"Skyline Tower,"	"18 Tong Mei Road,"	"Mongkok, Kowloon."	""	""	
"GBC 18/2004"	"Wise Luck Engineering Limited"	"Unit 2041, Block D,"	"Wah Lok Industrial Centre,"	"31-41 Shan Mei Street,"	"Fotan, New Territories."	""	""	
"GBC 18/2005"	"PACIFIC EXTEND LIMITED"	"Room 1001-02, 10/F.,"	"New Kowloon Plaza,"	"38 Tai Kok Tsui Road,"	"Kowloon."	""	""	
"GBC 18/2006"	"T & D ENGINEERING LIMITED"	"Flat 2103-4, 21/F.,"	"Java Commercial Centre,"	"128 Java Road,"	"North Point, Hong Kong."	""	""	
"GBC 18/2007"	"WLS Contractors Limited"	"Room 601-606, 6th Floor,"	"Southmark,"	"11 Yip Hing Street,"	"Wong Chuk Hang,"	"Aberdeen, Hong Kong."	""	
"GBC 18/2008"	"TEAMWORKS LIMITED"	"Room 1806, 18/F.,"	"Boss Commercial Center,"	"28 Ferry Street,"	"Yau Ma Tei, Kowloon."	""	""	
"GBC 18/2009"	"Mp Construction & Engineering Company"	"Room 703,"	"Kowloon Building,"	"555 Nathan Road,"	"Mong Kok, Kowloon."	""	""	
"GBC 18/2010"	"BRILLIANCE CONSTRUCTION ENGINEERING LIMITED"	"Flat D, 10/F.,"	"International Industrial Centre,"	"2-8 Kwei Tei Street,"	"Fo Tan, Shatin,"	"New Territories."	""	
"GBC 18/2011"	"MODERN WAY ENGINEERING COMPANY LIMITED"	"Flat 7, Block A, 7th Floor,"	"Po Yip Building,"	"62-70 Texaco Road,"	"Tsuen Wan, New Territories."	""	""	
"GBC 18/2012"	"CHINA EXPRESS CONSTRUCTION ENGINEERING LIMITED"	"Unit 1505B, 15/F.,"	"Fortress Tower,"	"250 King's Road,"	"North Point, Hong Kong."	""	""	
"GBC 18/2013"	"CO-MAKE (HONG KONG) LIMITED"	"Room 02, 25/F.,"	"EW International Tower,"	"120-124 Texaco Road,"	"Tsuen Wan, New Territories."	""	""	
"GBC 18/2014"	"HIP SENG CONSTRUCTION COMPANY LIMITED"	"8/F., Prosperity Tower,"	"39 Queen's Road Central,"	"Central, Hong Kong."	""	""	""	
"GBC 18/2015"	"JIN-HONG CONSTRUCTION LIMITED"	"Room A8, 5/F.,"	"Wing Hing Lee Industrial Building,"	"32 Hung To Road,"	"Kwun Tong , Kowloon."	""	""	
"GBC 18/2016"	"HUNG CHOI CONSTRUCTION LIMITED"	"Room 2228, 22/F.,"	"Metro Centre 2,"	"21 Lam Hing Street,"	"Kowloon Bay, Kowloon."	""	""	
"GBC 18/98"	"HENG TAT CONSTRUCTION COMPANY LIMITED"	"72-76/F.,"	"Two International Finance Centre,"	"8 Finance Street,"	"Central, Hong Kong."	""	""	
"GBC 18/99"	"Luen Cheung Construction Co., Ltd."	""	""	""	""	""	""	
"GBC 180/98"	"MAN KIT CONSTRUCTION COMPANY LIMITED"	"Office A & B, 10/F.,"	"CNT Tower,"	"338 Hennessy Road,"	"Wanchai, Hong  Kong."	""	""	
"GBC 180/99"	"FONG WING SHING CONSTRUCTION CO LTD"	"Room 2001, 20/F.,"	"Overseas Trust Bank Building,"	"160 Gloucester Road,"	"Wanchai, Hong Kong."	""	""	
"GBC 181/98"	"Hua Xing Engineering Co."	"Room 1105,"	"The Chinese Bank Building,"	"61-65 Des Voeux Road Central,"	"Hong Kong."	""	""	
"GBC 181/99"	"Hong Kong Teakwood Works Ltd."	"Room 1005,"	"National Mutual Centre,"	"151 Gloucester Road,"	"Wanchai, Hong Kong."	""	""	
"GBC 182/98"	"WAN CHUNG CONSTRUCTION COMPANY LIMITED"	"Unit No. 1-2, 7/F.,"	"Lai Cheong Factory Building,"	"479-479A Castle Peak Road,"	"Kowloon."	""	""	
"GBC 182/99"	"Luen Cheong Tai Construction Co., Ltd."	"Suites 2109-11,21th Floor,"	"Cmg Asia Tower, The Gateway,"	"15 Canton Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"GBC 183/98"	"Pakview International Co."	""	""	""	""	""	""	
"GBC 183/99"	"SUN SPARK CONSTRUCTION LIMITED"	"Room 807,"	"Winning Centre,"	"29 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	
"GBC 184/98"	"Siu Kin & Co., Ltd."	""	""	""	""	""	""	
"GBC 184/99"	"SUN FOOK KONG (CIVIL) LIMITED"	"Room 3207-3210,"	"Great Eagle Centre,"	"23 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"GBC 185/98"	"CYNOSURE ENGINEERING & CONSTRUCTION (HONG KONG) LTD"	"Room 1404-5,"	"Abba Commercial Building,"	"223 Aberdeen Main Road,"	"Aberdeen, Hong Kong."	""	""	
"GBC 185/99"	"SUN FOOK KONG CONSTRUCTION LIMITED"	"Room 3207-3210,"	"Great Eagle Centre,"	"23 Harbour Road,"	"Wanchai, Hong Kong."	""	""	
"GBC 186/98"	"JUDEA CONSTRUCTION COMPANY LIMITED"	"Room 806, 8/F.,"	"Trust Centre,"	"912-914 Cheung Sha Wan Road,"	"Cheung Sha Wan, Kowloon."	""	""	
"GBC 186/99"	"Ground & Consolidation Engineering (Hong Kong) Ltd."	"2nd Floor,"	"18 Pak Kung Street,"	"Hung Hom,"	"Kowloon."	""	""	
"GBC 187/98"	"WAH CHEONG CONSTRUCTION COMPANY LIMITED"	"Room 1206-7, 12/F.,"	"Marina House,"	"68 Hing Man Street,"	"Shau Kei Wan, Hong Kong."	""	""	
"GBC 187/99"	"Ping On Foundation (Piling) Co., Ltd."	""	""	""	""	""	""	
"GBC 188/98"	"Tat Lee Construction Co., Ltd."	"11th-12th Floors,"	"Tsim Sha Tsui Centre,"	"Salisbury Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"GBC 188/99"	"PING ON FOUNDATION (CONSTRUCTION) LIMITED"	"Room 606, 6/F.,"	"Kinox Centre,"	"9 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"GBC 189/98"	"Yiu Har Construction Co., Ltd."	"11th - 12th Floor,"	"Tsim Sha Tsui Centre,"	"Salisbury Road,"	"Tsim Sha Tsui,  Kowloon."	""	""	
"GBC 189/99"	"Sunlight Construction Co., Ltd."	"Room 807, 8/f.,"	"Winning Centre,"	"29 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	
"GBC 19/2000"	"Kingsquey Consultants Ltd."	"Room 507, Celebrity Commercial Centre,"	"64 Castle Peak Road,"	"Kowloon."	""	""	""	
"GBC 19/2001"	"Achieve Construction Company"	"Flat 26, 14/F.,"	"Sing Win Factory Building,"	"15-17 Shing Yip Street,"	"Kwun Tong, Kowloon."	""	""	
"GBC 19/2002"	"TACTFUL BUILDING COMPANY LIMITED"	"10/F., Liven House,"	"61 King Yip Street,"	"Kwun Tong, Kowloon."	""	""	""	
"GBC 19/2003"	"Foo Yee Construction & Engineering Company Limited"	"Flat 902, 9th Floor,"	"Hip Kwan Commercial Building,"	"38 Pitt Street,"	"Yau Ma Tei, Kowloon."	""	""	
"GBC 19/2004"	"Yangi Construction & Engineering Ltd."	"Unit B, 32/f, Manulife Tower"	"169 Electric Road"	"North Point"	"Hong Kong"	""	""	
"GBC 19/2005"	"NEW TALENT ENGINEERING LIMITED"	"Room 719-720, Block 2,"	"Yip On Factory Estate,"	"Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"GBC 19/2006"	"WAN YIP (HING YIP) CONSTRUCTION CO., LIMITED"	"Unit 609, 6/F., Technology Plaza,"	"29-35 Sha Tsui Road,"	"Tsuen Wan, New Territories."	""	""	""	
"GBC 19/2007"	"KAM TAT PROJECT MANAGEMENT COMPANY"	"Room 07, 11/F.,"	"Hale Weal Industrial Building,"	"22-28 Tai Chung Road,"	"Tsuen Wan, New Territories."	""	""	
"GBC 19/2009"	"CONTINENTAL ENGINEERING CORPORATION"	"33/F., Cambridge House,"	"Taikoo Place, 979 King's Road,"	"Island East, Hong Kong."	""	""	""	
"GBC 19/2010"	"WINTERIOR COMPANY LIMITED"	"Unit 24, 7/F.,"	"Sing Win Factory Building,"	"15-17 Shing Yip Street,"	"Kwun Tong, Kowloon."	""	""	
"GBC 19/2011"	"TEAMWORK ACTION LIMITED"	"4/F.,"	"154 Wellington Street,"	"Central, Hong Kong."	""	""	""	
"GBC 19/2012"	"HONG KONG CHINA CONSTRUCTION COMPANY LIMITED"	"21/F., Hilton Garden Inn,"	"2 Soy Street,"	"Mongkok, Kowloon."	""	""	""	
"GBC 19/2013"	"MEGA PRAISE CONSTRUCTION & ENGINEERING LIMITED"	"Flat A, 8/F.,"	"Sun Hing Steel Furniture"	"Commercial Building,"	"53-55 Tong Mei Road,"	"Tai Kok Tsui, Kowloon."	""	
"GBC 19/2014"	"TACTFUL CONTRACTORS LIMITED"	"10/F., Liven House,"	"61 King Yip Street,"	"Kwun Tong, Kowloon."	""	""	""	
"GBC 19/2015"	"BUILD KING INTERIOR & CONSTRUCTION LIMITED"	"Units 601-605A, 6/F., Tower B,"	"Manulife Financial Centre,"	"223 Wai Yip Street,"	"Kwun Tong , Kowloon."	""	""	
"GBC 19/2016"	"BUILD CRAFT CONSTRUCTION & ENGINEERING LIMITED"	"Unit 03, 10/F., Block B,"	"Tonic Industrial Centre,"	"19 Lam Hing Street,"	"Kowloon Bay, Kowloon."	""	""	
"GBC 19/98"	"E MAN CONSTRUCTION CO LTD"	"72-76/F.,"	"Two International Finance Centre,"	"8 Finance Street,"	"Central, Hong Kong."	""	""	
"GBC 19/99"	"CROWNITY ENGINEERING LIMITED"	"Flat 14, Block A, 17/F.,"	"Veristrong Industrial Centre,"	"34-36 Au Pui Wan Street,"	"Fotan, Shatin,"	"New Territories."	""	
"GBC 190/98"	"Nam Tak Construction Co., Ltd."	"12th Floor,"	"Tsim Sha Tsui Centre,"	"Salisbury Road, Tsim Sha Tsui,"	"Kowloon, Hong Kong."	""	""	
"GBC 190/99"	"Chong Kee Construction Co., Ltd."	"Unit 2, 1st Floor,"	"Ping Fai Industrial Building,"	"312-314 Un Chau Street,"	"Kowloon."	""	""	
"GBC 191/98"	"Rankine Engineering Co Ltd"	"9th Floor,"	"Shiu Fung Building,"	"51-53 Johnston Road,"	"Wan Chai, Hong Kong."	""	""	
"GBC 191/99"	"Z & A Build Engineering Co., Ltd."	"Room 19, 9th Floor,"	"Fortune Commercial Building,"	"362 Sha Tsui Road,"	"Tsuen Wan, New Territories."	""	""	
